code,name,const,hot,cate,sh000001,sh000004,sh000009,sh000010,sh000015,sh000016,sh000018,sh000019,sh000020,sh000021,sh000025,sh000026,sh000027,sh000028,sh000029,sh000030,sh000031,sh000042,sh000043,sh000044,sh000045,sh000046,sh000047,sh000048,sh000049,sh000050,sh000051,sh000052,sh000053,sh000054,sh000055,sh000056,sh000057,sh000058,sh000059,sh000060,sh000062,sh000063,sh000064,sh000065,sh000066,sh000067,sh000068,sh000069,sh000070,sh000071,sh000072,sh000073,sh000074,sh000075,sh000076,sh000077,sh000078,sh000079,sh000091,sh000092,sh000093,sh000094,sh000095,sh000096,sh000097,sh000098,sh000102,sh000103,sh000104,sh000105,sh000106,sh000107,sh000108,sh000109,sh000110,sh000111,sh000112,sh000113,sh000114,sh000115,sh000117,sh000118,sh000119,sh000120,sh000121,sh000122,sh000123,sh000125,sh000126,sh000128,sh000129,sh000130,sh000131,sh000132,sh000133,sh000134,sh000135,sh000136,sh000137,sh000138,sh000141,sh000142,sh000145,sh000146,sh000147,sh000148,sh000149,sh000150,sh000151,sh000152,sh000153,sh000155,sh000158,sh000159,sh000160,sh000161,sh000162,sh000171,sh000921,sh000300,sh000801,sh000802,sh000803,sh000804,sh000805,sh000806,sh000807,sh000808,sh000809,sh000810,sh000811,sh000812,sh000813,sh000814,sh000815,sh000816,sh000818,sh000819,sh000956,sh000820,sh000821,sh000822,sh000824,sh000825,sh000826,sh000827,sh000828,sh000829,sh000830,sh000831,sh000838,sh000839,sh000840,sh000841,sh000842,sh000843,sh000844,sh000846,sh000860,sh000901,sh000903,sh000904,sh000905,sh000906,sh000908,sh000909,sh000910,sh000911,sh000912,sh000913,sh000914,sh000915,sh000916,sh000917,sh000918,sh000919,sh000920,sh000922,sh000925,sh000926,sh000927,sh000928,sh000929,sh000930,sh000931,sh000932,sh000933,sh000934,sh000935,sh000936,sh000937,sh000939,sh000940,sh000941,sh000942,sh000943,sh000944,sh000945,sh000946,sh000947,sh000948,sh000949,sh000950,sh000951,sh000952,sh000953,sh000954,sh000955,sh000957,sh000958,sh000959,sh000960,sh000961,sh000962,sh000963,sh000964,sh000965,sh000966,sh000967,sh000968,sh000969,sh000970,sh000971,sh000972,sh000975,sh000977,sh000978,sh000979,sh000980,sh000981,sh000982,sh000983,sh000984,sh000998,sz399001,sz399231,sz399234,sz399235,sz399236,sz399238,sz399242,sz399248,sz399314,sz399315,sz399971,sz399316,sz399319,sz399321,sz399335,sz399337,sz399353,sz399354,sz399355,sz399356,sz399357,sz399360,sz399361,sz399362,sz399363,sz399392,sz399398,sz399402,sz399403,sz399412,sz399417,sz399418,sz399419,sz399420,sz399431,sz399435,sz399437,sz399439,sz399440,sz399441,sz399701,sz399702,sz399703,sz399704,sz399705,sz399706,sz399707,sz399802,sz399803,sz399804,sz399805,sz399806,sz399807,sz399808,sz399809,sz399810,sz399811,sz399812,sz399813,sz399814,sz399817,sz399959,sz399965,sz399966,sz399967,sz399970,sz399972,sz399973,sz399974,sz399975,sz399976,sz399983,sz399986,sz399987,sz399989,sz399990,sz399991,sz399992,sz399993,sz399994,sz399995,sz399996,sz399997,sz399998
sh000916,300电信,7,,行业,0.350790514,0.776679842,0.619565217,0.279644269,0.27173913,0.253952569,0.204545455,0.318181818,0.447628458,0.272727273,0.529644269,0.519762846,0.317193676,0.233201581,0.2243083,0.354743083,0.255928854,0.253952569,0.267786561,0.628458498,0.627470356,0.869565217,0.340909091,0.238142292,0.630434783,0.302371542,0.574110672,0.236166008,0.254940711,0.242094862,0.334980237,0.255928854,0.240118577,0.236166008,0.60770751,0.290513834,0.365612648,0.222332016,0.711462451,0.554347826,0.602766798,0.708498024,0.610671937,0.423913043,0.59486166,0.789525692,0.864624506,0.781620553,0.399209486,0.351778656,0.164031621,0.328063241,0.803359684,0.501976285,0.605731225,0.597826087,0.782608696,0.596837945,0.774703557,0.5,0.513833992,0.255928854,0.709486166,0.403162055,0.503952569,0.804347826,0.538537549,0.889328063,0.247035573,0.383399209,0.136363636,0.413043478,0.495059289,0.5256917,0.584980237,0.597826087,0.580039526,0.794466403,0.52173913,0.817193676,0.493083004,0.595849802,0.282608696,0.264822134,0.437747036,0.825098814,0.363636364,0.746047431,0.412055336,0.659090909,0.48715415,0.185770751,0.482213439,0.695652174,0.54743083,0.545454545,0.623517787,0.661067194,0.613636364,0.513833992,0.324110672,0.376575252,0.265810277,0.812252964,0.270750988,0.242094862,0.540513834,0.247035573,0.503952569,0.337944664,0.859683794,0.507905138,0.622529644,0.572134387,0.289525692,0.301383399,0.636363636,0.592885375,0.368577075,0.679841897,0.588932806,0.352766798,0.169960474,0.384387352,0.647233202,0.543478261,0.56027668,0.600790514,0.721343874,0.261857708,0.18083004,0.16798419,0.178853755,0.571146245,0.299407115,0.362648221,0.285573123,0.733201581,0.301383399,0.25,0.449604743,0.444664032,0.601778656,0.593873518,0.527667984,0.572134387,0.773715415,0.591897233,0.578063241,0.225296443,0.894268775,0.314229249,0.295454545,0.346837945,,0.416996047,0.258893281,0.887351779,0.612648221,0.424901186,0.345849802,0.575098814,0.867588933,0.33201581,0.15513834,0.363636364,0.255928854,0.58201581,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sz399991,一带一路,80,,主题,0.347826087,0.826086957,0.678853755,0.276679842,0.261857708,0.250988142,0.18972332,0.318181818,0.492094862,0.281620553,0.553359684,0.494071146,0.264822134,0.229249012,0.203557312,0.355731225,0.242094862,0.219367589,0.250988142,0.658102767,0.663043478,0.911067194,0.353754941,0.249011858,0.617588933,0.308300395,0.611660079,0.231225296,0.250988142,0.227272727,0.333992095,0.247035573,0.239130435,0.234189723,0.592885375,0.286561265,0.376482213,0.211462451,0.763833992,0.575098814,0.590909091,0.786561265,0.609683794,0.40513834,0.68972332,0.822134387,0.90513834,0.821146245,0.480237154,0.352766798,0.170948617,0.311264822,0.741106719,0.501976285,0.640316206,0.593873518,0.795454545,0.603754941,0.843873518,0.445652174,0.541501976,0.247035573,0.768774704,0.424901186,0.531620553,0.85770751,0.579051383,0.833003953,0.343873518,0.425889328,0.150197628,0.412055336,0.47826087,0.544466403,0.60770751,0.632411067,0.650197628,0.850790514,0.555335968,0.881422925,0.499011858,0.72826087,0.292490119,0.265810277,0.389328063,0.865612648,0.368577075,0.81027668,0.39229249,0.732213439,0.539525692,0.140316206,0.495059289,0.659090909,0.566205534,0.605731225,0.639328063,0.778656126,0.611660079,0.535573123,0.356719368,0.379540412,0.241106719,0.837944664,0.232213439,0.232213439,0.56916996,0.25,0.530632411,0.356719368,0.968379447,0.542490119,0.585968379,0.57312253,0.288537549,0.312252964,0.631422925,0.653162055,0.353754941,0.705533597,0.572134387,0.305335968,0.133399209,0.386363636,0.630434783,0.563241107,0.542490119,0.65513834,0.747035573,0.28458498,0.146245059,0.211462451,0.181818182,0.549407115,0.291501976,0.37055336,0.269762846,0.766798419,0.281620553,0.231225296,0.501976285,0.476284585,0.627470356,0.591897233,0.536561265,0.610671937,0.821146245,0.574110672,0.557312253,0.248023715,0.901185771,0.315217391,0.289525692,0.353754941,,0.43972332,0.261857708,0.918972332,0.62944664,0.429841897,0.29743083,0.601778656,0.890316206,0.242094862,0.086956522,0.37055336,0.258893281,0.5256917,0.188735178,0.869565217,0.20256917,0.243083004,0.483201581,0.336956522,0.239130435,0.395256917,0.243083004,0.398221344,0.77173913,0.828063241,0.300395257,0.193675889,0.396245059,0.261857708,0.468379447,0.133399209,0.891304348,0.72826087,0.277667984,0.494071146,0.263833992,0.636363636,0.535573123,0.563241107,0.181818182,0.102766798,0.190711462,0.496047431,0.600790514,0.093873518,0.216403162,0.578063241,0.346837945,0.448616601,0.374505929,0.456521739,0.26284585,0.424901186,0.551383399,0.694664032,0.346837945,0.720355731,0.278656126,0.910079051,0.303359684,0.249011858,0.481225296,0.251976285,0.384387352,0.274703557,0.501976285,0.507905138,0.546442688,0.699604743,0.260869565,0.699604743,0.656126482,0.437747036,0.713438735,0.633399209,0.722332016,0.456521739,0.531620553,0.529644269,0.770750988,0.695652174,0.492094862,0.590909091,0.301383399,0.795454545,0.649209486,0.677865613,0.59486166,0.23715415,0.816205534,0.710474308,0.532608696,0.382411067,0.274703557,0.21541502,0.279644269,0.395256917,0.59486166,0.738142292,0.583992095,0.499011858,0.403162055,0.415019763,0.419960474,0.472332016,0.463438735,0.572134387,0.863636364,0.363636364,0.105731225,0.635375494,0.500988142,0.504940711,0.371541502,0.303359684,0.282608696,0.321146245,0.34486166,0.4743083,0.416007905,0.338932806,0.494071146,0.608695652,0.398221344,0.35770751,0.682806324,0.205533597,0.621200909,0.495059289,-0.22826087,0.627470356,0.361660079,0.695652174,0.445652174,0.579051383,0.354743083,0.496047431,0.190711462,0.292490119,0.496047431,0.408102767,0.40513834,0.464426877,0.485177866,0.494071146,0.414031621,0.168972332,0.102766798,0.172924901,0.668972332,0.537549407,1,0,0,0,0,0,0,0
sh000068,上证资源,50,,主题,0.34486166,0.813241107,0.489130435,0.235177866,0.331027668,0.186758893,0.151185771,0.249011858,0.226284585,0.207509881,0.419960474,0.902173913,0.567193676,0.158102767,0.201581028,0.293478261,0.244071146,0.246047431,0.286561265,0.727272727,0.503952569,0.765810277,0.322134387,0.110671937,0.661067194,0.274703557,0.583992095,0.230237154,0.259881423,0.203557312,0.412055336,0.268774704,0.143280632,0.232213439,0.579051383,0.27173913,0.353754941,0.188735178,0.631422925,0.648221344,0.997035573,0.555335968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000841,800医药,65,,主题,0.340909091,0.935770751,0.756916996,0.255928854,0.236166008,0.236166008,0.17687747,0.287549407,0.563241107,0.254940711,0.446640316,0.540513834,0.272727273,0.223320158,0.18972332,0.423913043,0.220355731,0.208498024,0.232213439,0.685770751,0.740118577,0.972332016,0.34486166,0.230237154,0.799407115,0.286561265,0.583003953,0.208498024,0.223320158,0.211462451,0.342885375,0.2243083,0.230237154,0.209486166,0.774703557,0.258893281,0.328063241,0.193675889,0.871541502,0.619565217,0.678853755,0.841897233,0.688735178,0.608695652,0.694664032,0.878458498,0.796442688,0.856719368,0.530632411,0.530632411,0.153162055,0.424901186,0.850790514,0.579051383,0.706521739,0.674901186,0.850790514,0.682806324,0.803359684,0.665019763,0.558300395,0.2243083,0.814229249,0.58201581,0.543478261,0.888339921,0.595849802,0.875494071,0.375494071,0.56916996,0.220355731,0.493083004,0.556324111,0.564229249,0.626482213,0.716403162,0.744071146,0.856719368,0.649209486,0.915019763,0.690711462,0.720355731,0.264822134,0.246047431,0.609683794,0.93083004,0.353754941,0.89229249,0.561264822,0.763833992,0.606719368,0.116600791,0.458498024,0.726284585,0.649209486,0.751976285,0.745059289,0.808300395,0.734189723,0.551383399,0.556324111,0.454163592,0.222332016,0.748023715,0.216403162,0.198616601,0.71541502,0.2243083,0.558300395,0.342885375,0.838932806,0.584980237,0.759881423,0.800395257,0.261857708,0.287549407,0.714426877,0.747035573,0.342885375,0.848814229,0.711462451,0.391304348,0.340909091,0.62944664,0.765810277,0.591897233,0.666996047,0.60770751,0.794466403,0.520750988,0.345849802,0.184782609,0.166996047,0.68972332,0.268774704,0.387351779,0.250988142,0.788537549,0.261857708,0.201581028,0.508893281,0.51284585,0.59486166,0.570158103,0.628458498,0.747035573,0.830039526,0.71541502,0.66798419,0.490118577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000066,上证商品,50,,主题,0.325098814,0.79743083,0.494071146,0.212450593,0.313241107,0.164031621,0.130434783,0.2243083,0.235177866,0.181818182,0.391304348,0.898221344,0.579051383,0.134387352,0.179841897,0.268774704,0.222332016,0.227272727,0.265810277,0.714426877,0.513833992,0.756916996,0.301383399,0.083003953,0.646245059,0.250988142,0.561264822,0.207509881,0.23715415,0.181818182,0.390316206,0.248023715,0.118577075,0.209486166,0.56027668,0.248023715,0.329051383,0.166996047,0.60770751,0.631422925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000027,180运输,9,,主题,0.32312253,0.315217391,0.037549407,0.309288538,0.42687747,0.296442688,0.313241107,0.210474308,-0.139328063,0.230237154,0.375494071,0.787549407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000903,中证100,100,,规模,0.314229249,0.886363636,0.760869565,0.232213439,0.204545455,0.210474308,0.152173913,0.259881423,0.585968379,0.225296443,0.427865613,0.504940711,0.301383399,0.197628458,0.164031621,0.37944664,0.193675889,0.179841897,0.204545455,0.674901186,0.756916996,0.971343874,0.321146245,0.196640316,0.749011858,0.257905138,0.563241107,0.182806324,0.197628458,0.184782609,0.306324111,0.198616601,0.204545455,0.183794466,0.709486166,0.235177866,0.308300395,0.164031621,0.818181818,0.593873518,0.636363636,0.87055336,0.64229249,0.545454545,0.674901186,0.850790514,0.843873518,0.884387352,0.504940711,0.517786561,0.123517787,0.440711462,0.855731225,0.584980237,0.710474308,0.62944664,0.830039526,0.634387352,0.837944664,0.609683794,0.595849802,0.198616601,0.813241107,0.543478261,0.5256917,0.875494071,0.622529644,0.901185771,0.348814229,0.56916996,0.169960474,0.518774704,0.610671937,0.599802372,0.66798419,0.716403162,0.747035573,0.840909091,0.663043478,0.916007905,0.661067194,0.733201581,0.244071146,0.217391304,0.543478261,0.921936759,0.326086957,0.885375494,0.54743083,0.799407115,0.619565217,0.090909091,0.440711462,0.686758893,0.657114625,0.721343874,0.742094862,0.828063241,0.699604743,0.590909091,0.523715415,0.408697813,0.193675889,0.787549407,0.184782609,0.169960474,0.671936759,0.197628458,0.592885375,0.318181818,0.846837945,0.610671937,0.740118577,0.764822134,0.238142292,0.264822134,0.693675889,0.744071146,0.312252964,0.811264822,0.685770751,0.337944664,0.259881423,0.571146245,0.71541502,0.554347826,0.659090909,0.670948617,0.815217391,0.475296443,0.265810277,0.165019763,0.143280632,0.674901186,0.243083004,0.382411067,0.226284585,0.76284585,0.236166008,0.174901186,0.484189723,0.54743083,0.579051383,0.545454545,0.646245059,0.699604743,0.843873518,0.718379447,0.67687747,0.448616601,0.982213439,0.276679842,0.257905138,0.312252964,,0.37055336,0.221343874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000939,民企200,200,,主题,0.309288538,0.897233202,0.683794466,0.261857708,0.204545455,0.245059289,0.190711462,0.286561265,0.513833992,0.257905138,0.278656126,0.39229249,0.131422925,0.277667984,0.197628458,0.529644269,0.222332016,0.199604743,0.226284585,0.583003953,0.650197628,0.873517787,0.336956522,0.26284585,0.848814229,0.277667984,0.454545455,0.209486166,0.222332016,0.220355731,0.307312253,0.220355731,0.285573123,0.213438735,0.850790514,0.257905138,0.274703557,0.201581028,0.87944664,0.529644269,0.559288538,0.749011858,0.567193676,0.773715415,0.502964427,0.740118577,0.565217391,0.790513834,0.604743083,0.544466403,0.168972332,0.460474308,0.807312253,0.508893281,0.614624506,0.537549407,0.736166008,0.56027668,0.638339921,0.806324111,0.43972332,0.220355731,0.65513834,0.751976285,0.349802372,0.727272727,0.479249012,0.742094862,0.544466403,0.564229249,0.309288538,0.48715415,0.62944664,0.43972332,0.489130435,0.644268775,0.733201581,0.703557312,0.632411067,0.785573123,0.712450593,0.675889328,0.291501976,0.239130435,0.760869565,0.809288538,0.31027668,0.799407115,0.589920949,0.749011858,0.5256917,0.111660079,0.331027668,0.748023715,0.535573123,0.76284585,0.669960474,0.72826087,0.611660079,0.423913043,0.778656126,0.568816425,0.216403162,0.558300395,0.195652174,0.182806324,0.806324111,0.230237154,0.453557312,0.337944664,0.65513834,0.511857708,0.727272727,0.880434783,0.265810277,0.309288538,0.567193676,0.679841897,0.301383399,0.872529644,0.601778656,0.539525692,0.585968379,0.81916996,0.827075099,0.414031621,0.588932806,0.451581028,0.663043478,0.760869565,0.591897233,0.27173913,0.183794466,0.617588933,0.266798419,0.164031621,0.25,0.748023715,0.25,0.187747036,0.540513834,0.464426877,0.458498024,0.503952569,0.541501976,0.805335968,0.645256917,0.66798419,0.57312253,0.727272727,0.916996047,0.351778656,0.281620553,0.335968379,,0.270750988,0.2756917,0.888339921,0.664031621,0.451581028,0.218379447,0.384387352,0.585968379,0.463438735,0.586956522,0.738142292,0.247035573,0.862648221,0.241106719,0.765810277,0.324110672,0.240118577,0.808300395,0.294466403,0.216403162,0.301383399,0.221343874,0.265810277,0.539525692,0.589920949,0.54743083,0.649209486,0.800395257,0.253952569,0.734189723,0.201581028,0.696640316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sz399998,中证煤炭,29,,行业,0.292490119,0.471343874,0.23715415,0.218379447,0.333003953,0.179841897,0.156126482,0.17687747,0.049407115,0.17687747,0.42687747,0.884387352,0.756916996,0.131422925,0.229249012,0.046442688,0.244071146,0.254940711,0.285573123,0.619565217,0.29743083,0.544466403,0.247035573,0.049407115,0.364624506,0.243083004,0.495059289,0.219367589,0.251976285,0.20256917,0.414031621,0.268774704,0.075098814,0.246047431,0.217391304,0.244071146,0.341897233,0.187747036,0.291501976,0.551383399,0.794466403,0.317193676,0.788537549,0.078063241,0.793478261,0.681818182,0.529644269,0.18083004,0.01284585,0.014822134,0.131422925,-0.143280632,0.150197628,0.249011858,0.286561265,0.83201581,0.653162055,0.789525692,0.363636364,0.244071146,0.188735178,0.268774704,0.73715415,-0.08201581,0.830039526,0.685770751,0.198616601,0.365612648,-0.330039526,0.059288538,0.193675889,-0.063241107,-0.187747036,0.194664032,0.274703557,0.219367589,0.145256917,0.583992095,0.08201581,0.449604743,0.083992095,0.367588933,0.119565217,0.270750988,0.219367589,0.461462451,0.326086957,0.313241107,0.015810277,0.068181818,0.124505929,0.17687747,0.457509881,0.226284585,0.27173913,0.138339921,0.293478261,0.221343874,0.772727273,0.20256917,-0.157114625,-0.05485545,0.261857708,0.524703557,0.290513834,0.289525692,0.121541502,0.217391304,0.097826087,0.229249012,0.406126482,0.084980237,0.204545455,0.150197628,0.217391304,0.154150198,0.770750988,0.26284585,0.294466403,0.169960474,0.698616601,-0.014822134,-0.154150198,-0.114624506,0.245059289,0.865612648,0.497035573,0.231225296,0.373517787,-0.212450593,-0.157114625,0.039525692,0.12055336,0.497035573,0.252964427,0.981225296,0.268774704,0.232213439,0.278656126,0.288537549,0.12055336,-0.029644269,0.463438735,0.313241107,0.246047431,0.118577075,0.645256917,0.192687747,0.238142292,-0.21541502,0.413043478,0.053359684,0.26284585,0.198616601,,0.535573123,0.177865613,0.416996047,0.318181818,0.203557312,0.703557312,0.836956522,0.592885375,0.28458498,-0.070158103,0.001976285,0.127470356,-0.091897233,-0.210474308,0.37944664,0.015810277,0.212450593,0.12055336,0.277667984,0.222332016,0.343873518,0.240118577,0.826086957,0.821146245,0.42687747,0.283596838,-0.06027668,-0.128458498,0.126482213,-0.038537549,-0.252964427,0.378458498,0.186758893,0.227272727,0.21541502,0.131422925,0.492094862,0.843873518,0.836956522,0.12055336,0.10770751,0.017786561,0.16798419,0.458498024,0.096837945,0.067193676,0.360671937,0.278656126,0.301383399,0.821146245,0.098814229,0.220355731,0.229249012,0.818181818,0.227272727,0.166996047,0.128458498,0.234189723,0.56027668,0.244071146,0.243083004,0.103754941,0.259881423,0.231225296,0.243083004,0.132411067,0.201581028,0.076086957,0.793478261,0.245059289,0.5256917,0.334980237,-0.045454545,0.502964427,0.15513834,0.193675889,0.109683794,0.088932806,0.134387352,0.277667984,0.0256917,0.490118577,0.640316206,0.15513834,0.381422925,0.476284585,0.334980237,0.787549407,0.190711462,0.403162055,0.192687747,0.656126482,0.403162055,0.278656126,-0.080039526,0.17687747,-0.048418972,0.087944664,0.174901186,0.217391304,0.115612648,0.116600791,0.222332016,-0.035573123,0.112648221,0.108695652,0.278656126,0.234189723,0.185770751,0.108695652,0.283596838,0.393280632,0.366600791,0.798418972,-0.086956522,-0.016798419,0.038537549,0.067193676,0.400197628,-0.014822134,0.079051383,0.361660079,0.261857708,-0.057312253,0.040513834,0.273715415,-0.18083004,0.014825797,0.171936759,-0.592885375,0.579051383,-0.06027668,0.170948617,0.133399209,0.192687747,-0.068181818,0.285573123,0.017786561,0.085968379,0.196640316,-0.028656126,-0.051383399,0.191699605,0.333003953,0.361660079,0.068181818,0.174901186,0.10770751,-0.257905138,0.516798419,0.830039526,0.399209486,0.199604743,-0.156126482,-0.027667984,0.41798419,-0.109683794,-0.199604743,1
sh000147,优势消费,50,,主题,0.291501976,0.601778656,0.367588933,0.286561265,0.166007905,0.266798419,0.200592885,0.331027668,0.266798419,0.294466403,0.102766798,0.024703557,-0.291501976,0.350790514,0.192687747,0.654150198,0.210474308,0.159090909,0.201581028,0.386363636,0.294466403,0.528656126,0.369565217,0.352766798,0.743083004,0.282608696,0.32312253,0.192687747,0.207509881,0.218379447,0.23715415,0.200592885,0.37944664,0.211462451,0.800395257,0.263833992,0.238142292,0.203557312,0.739130435,0.386363636,0.207509881,0.353754941,0.214426877,0.87944664,0.17687747,0.400197628,0.046442688,0.462450593,0.794466403,0.41798419,0.200592885,0.213438735,0.43083004,0.149209486,0.266798419,0.209486166,0.445652174,0.208498024,0.181818182,0.792490119,0.066205534,0.200592885,0.220355731,0.934782609,0.037549407,0.383399209,0.116600791,0.306324111,0.854743083,0.416996047,0.508893281,0.203557312,0.461462451,0.067193676,0.06027668,0.336956522,0.458498024,0.437747036,0.364624506,0.419960474,0.52173913,0.62055336,0.373517787,0.2243083,0.791501976,0.422924901,0.285573123,0.522727273,0.340909091,0.510869565,0.246047431,0.079051383,0.201581028,0.666996047,0.165019763,0.56027668,0.325098814,0.485177866,0.261857708,0.038537549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
