code,name,const,hot,cate,sh000001,sh000004,sh000009,sh000010,sh000015,sh000016,sh000018,sh000019,sh000020,sh000021,sh000025,sh000026,sh000027,sh000028,sh000029,sh000030,sh000031,sh000042,sh000043,sh000044,sh000045,sh000046,sh000047,sh000048,sh000049,sh000050,sh000051,sh000052,sh000053,sh000054,sh000055,sh000056,sh000057,sh000058,sh000059,sh000060,sh000062,sh000063,sh000064,sh000065,sh000066,sh000067,sh000068,sh000069,sh000070,sh000071,sh000072,sh000073,sh000074,sh000075,sh000076,sh000077,sh000078,sh000079,sh000091,sh000092,sh000093,sh000094,sh000095,sh000096,sh000097,sh000098,sh000102,sh000103,sh000104,sh000105,sh000106,sh000107,sh000108,sh000109,sh000110,sh000111,sh000112,sh000113,sh000114,sh000115,sh000117,sh000118,sh000119,sh000120,sh000121,sh000122,sh000123,sh000125,sh000126,sh000128,sh000129,sh000130,sh000131,sh000132,sh000133,sh000134,sh000135,sh000136,sh000137,sh000138,sh000141,sh000142,sh000145,sh000146,sh000147,sh000148,sh000149,sh000150,sh000151,sh000152,sh000153,sh000155,sh000158,sh000159,sh000160,sh000161,sh000162,sh000171,sh000921,sh000300,sh000801,sh000802,sh000803,sh000804,sh000805,sh000806,sh000807,sh000808,sh000809,sh000810,sh000811,sh000812,sh000813,sh000814,sh000815,sh000816,sh000818,sh000819,sh000956,sh000820,sh000821,sh000822,sh000824,sh000825,sh000826,sh000827,sh000828,sh000829,sh000830,sh000831,sh000838,sh000839,sh000840,sh000841,sh000842,sh000843,sh000844,sh000846,sh000860,sh000901,sh000903,sh000904,sh000905,sh000906,sh000908,sh000909,sh000910,sh000911,sh000912,sh000913,sh000914,sh000915,sh000916,sh000917,sh000918,sh000919,sh000920,sh000922,sh000925,sh000926,sh000927,sh000928,sh000929,sh000930,sh000931,sh000932,sh000933,sh000934,sh000935,sh000936,sh000937,sh000939,sh000940,sh000941,sh000942,sh000943,sh000944,sh000945,sh000946,sh000947,sh000948,sh000949,sh000950,sh000951,sh000952,sh000953,sh000954,sh000955,sh000957,sh000958,sh000959,sh000960,sh000961,sh000962,sh000963,sh000964,sh000965,sh000966,sh000967,sh000968,sh000969,sh000970,sh000971,sh000972,sh000975,sh000977,sh000978,sh000979,sh000980,sh000981,sh000982,sh000983,sh000984,sh000998,sz399001,sz399231,sz399234,sz399235,sz399236,sz399238,sz399242,sz399248,sz399314,sz399315,sz399971,sz399316,sz399319,sz399321,sz399335,sz399337,sz399353,sz399354,sz399355,sz399356,sz399357,sz399360,sz399361,sz399362,sz399363,sz399392,sz399398,sz399402,sz399403,sz399412,sz399417,sz399418,sz399419,sz399420,sz399431,sz399435,sz399437,sz399439,sz399440,sz399441,sz399701,sz399702,sz399703,sz399704,sz399705,sz399706,sz399707,sz399802,sz399803,sz399804,sz399805,sz399806,sz399807,sz399808,sz399809,sz399810,sz399811,sz399812,sz399813,sz399814,sz399817,sz399959,sz399965,sz399966,sz399967,sz399970,sz399972,sz399973,sz399974,sz399975,sz399976,sz399983,sz399986,sz399987,sz399989,sz399990,sz399991,sz399992,sz399993,sz399994,sz399995,sz399996,sz399997,sz399998
sh000946,内地金融,50,,主题,0.93972332,0.270750988,-0.470355731,0.966403162,0.935770751,0.980237154,0.995059289,0.948616601,-0.656126482,0.975296443,0.802371542,0.362648221,0.260869565,0.959486166,0.9743083,0.812252964,0.973320158,0.963438735,0.959486166,0.652173913,-0.507905138,0.23715415,0.93083004,0.969367589,0.517786561,0.968379447,0.753952569,0.975296443,0.968379447,0.979249012,0.91798419,0.963438735,0.946640316,0.971343874,0.530632411,0.963438735,0.925889328,0.986166008,0.408102767,0.748023715,0.088932806,-0.241106719,0.111660079,0.532608696,-0.009881423,0.170948617,0.083003953,-0.128458498,0.614624506,-0.62944664,0.994071146,-0.675889328,-0.067193676,-0.643280632,-0.544466403,0.16798419,0.480237154,0.127470356,-0.282608696,0.513833992,-0.632411067,0.963438735,-0.09486166,0.447628458,0.251976285,0.177865613,-0.619565217,-0.06027668,0.425889328,-0.627470356,0.496047431,-0.660079051,-0.398221344,-0.612648221,-0.544466403,-0.526679842,-0.440711462,0.280632411,-0.579051383,-0.145256917,-0.460474308,0.472332016,0.953557312,0.966403162,0.572134387,-0.124505929,0.929841897,-0.159090909,-0.596837945,-0.263833992,-0.611660079,0.955533597,0.864624506,0.541501976,-0.585968379,-0.389328063,-0.500988142,-0.318181818,-0.045454545,-0.62055336,0.21541502,0.74030148,0.96541502,0.295454545,0.950592885,0.951581028,0.393280632,0.9743083,-0.613636364,0.931818182,0.307312253,-0.62055336,-0.363636364,-0.123517787,0.963438735,0.940711462,-0.12944664,-0.485177866,0.933794466,0.366600791,-0.259881423,0.787549407,0.418972332,0.164031621,0.375494071,0.325098814,-0.47826087,-0.461462451,-0.350790514,0.106719368,0.416007905,0.855731225,1,-0.456521739,0.962450593,0.246047431,0.958498024,0.476284585,0.950592885,0.948616601,0.681818182,-0.649209486,0.722332016,0.710474308,-0.610671937,0.448616601,-0.093873518,-0.489130435,-0.559288538,0.070158103,0.166996047,0.909090909,0.958498024,0.931818182,,0.854743083,0.966403162,0.143280632,-0.497035573,0.852766798,0.694664032,-0.188735178,0.225296443,0.792490119,0.418972332,0.527667984,0.984189723,0.128458498,-0.801383399,0.178853755,0.899209486,0.972332016,0.579051383,0.914031621,0.973320158,0.913043478,0.969367589,0.517786561,-0.028656126,-0.248023715,0.748023715,0.432806324,0.209486166,0.983201581,-0.303359684,-0.850790514,0,0.183794466,0.967391304,-0.633399209,0.659090909,0.717391304,-0.070158103,0.222332016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sz399974,国企改革,100,国企改革,主题,0.938735178,0.53458498,-0.168972332,0.908102767,0.890316206,0.877470356,0.853754941,0.933794466,-0.414031621,0.907114625,0.87944664,0.557312253,0.287549407,0.863636364,0.856719368,0.861660079,0.885375494,0.865612648,0.888339921,0.87055336,-0.209486166,0.541501976,0.95256917,0.884387352,0.708498024,0.916007905,0.948616601,0.87055336,0.888339921,0.87055336,0.884387352,0.886363636,0.874505929,0.875494071,0.706521739,0.916996047,0.949604743,0.863636364,0.640316206,0.912055336,0.410079051,0.017786561,0.43083004,0.651185771,0.356719368,0.520750988,0.350790514,0.153162055,0.805335968,-0.381422925,0.841897233,-0.559288538,0.135375494,-0.398221344,-0.244071146,0.485177866,0.754940711,0.437747036,0.016798419,0.653162055,-0.407114625,0.886363636,0.244071146,0.625494071,0.51284585,0.550395257,-0.371541502,0.22826087,0.579051383,-0.374505929,0.66798419,-0.514822134,-0.216403162,-0.377470356,-0.322134387,-0.233201581,-0.163043478,0.66798419,-0.326086957,0.222332016,-0.203557312,0.779644269,0.918972332,0.890316206,0.668972332,0.231225296,0.948616601,0.186758893,-0.445652174,0.048418972,-0.35770751,0.789525692,0.932806324,0.782608696,-0.333992095,-0.101778656,-0.211462451,0.029644269,0.27173913,-0.395256917,0.383399209,0.820854979,0.881422925,0.637351779,0.871541502,0.872529644,0.665019763,0.882411067,-0.408102767,0.953557312,0.579051383,-0.398221344,-0.170948617,0.059288538,0.918972332,0.93972332,0.218379447,-0.175889328,0.934782609,0.62944664,0.043478261,0.813241107,0.467391304,0.325098814,0.638339921,0.545454545,-0.214426877,-0.239130435,0.009881423,0.248023715,0.471343874,0.867588933,0.847826087,-0.191699605,0.91798419,0.413043478,0.899209486,0.772727273,0.911067194,0.874505929,0.896245059,-0.453557312,0.923913043,0.932806324,-0.364624506,0.700592885,0.300395257,-0.245059289,-0.31916996,0.229249012,0.438735178,0.924901186,0.915019763,0.948616601,,0.932806324,0.894268775,0.423913043,-0.211462451,0.948616601,0.714426877,0.12055336,0.462450593,0.7756917,0.429841897,0.666007905,0.896245059,0.18972332,-0.589920949,0.429841897,0.850790514,0.881422925,0.684782609,0.946640316,0.877470356,0.951581028,0.881422925,0.597826087,0.336956522,0.050395257,0.790513834,0.518774704,0.386363636,0.897233202,-0.212450593,-0.659090909,0.287549407,0.37944664,0.907114625,-0.43972332,0.672924901,0.865612648,0.197628458,0.429841897,0.847826087,0.750988142,0.854743083,0.826086957,0.872529644,0.749011858,0.865612648,0.889328063,0.936758893,0.968379447,0.223320158,-0.435770751,0.890316206,0.961462451,0.201581028,-0.204545455,0.697628458,-0.045454545,0.909090909,0.592885375,0.931818182,0.884387352,0.665019763,0.887351779,0.949604743,0.909090909,0.442687747,-0.423913043,-0.108695652,0.333992095,0.891304348,0.81027668,-0.169960474,-0.477272727,0.890316206,-0.06916996,0.509881423,0.387351779,-0.327075099,-0.378458498,0.201581028,-0.085968379,0.470355731,0.393280632,0.929841897,0.054347826,0.371541502,-0.153162055,0.157114625,0.885375494,0.438735178,0.259881423,0.850790514,0.945652174,0.897233202,0.858695652,0.903162055,-0.488142292,0.592885375,0.325098814,-0.024703557,-0.387351779,0.714426877,0.975296443,0.461462451,-0.462450593,-0.454545455,-0.31916996,0.208498024,0.956521739,0.753952569,0.635375494,0.954545455,0.35770751,0.645256917,-0.472332016,0.884387352,0.907114625,0.91798419,-0.377470356,-0.470355731,0.719367589,0.955533597,-0.251976285,-0.500988142,-0.098814229,0.623517787,-0.62944664,-0.302940459,-0.440711462,0.369565217,0.502964427,-0.51284585,0.624505929,-0.457509881,0.81027668,-0.52173913,-0.41798419,0.854743083,0.927865613,-0.43972332,-0.482213439,0.798418972,-0.455533597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000842,800等权,800,,策略,0.937747036,0.410079051,-0.326086957,0.942687747,0.889328063,0.928853755,0.906126482,0.97826087,-0.528656126,0.956521739,0.795454545,0.333992095,0.074110672,0.932806324,0.897233202,0.92687747,0.912055336,0.886363636,0.899209486,0.727272727,-0.378458498,0.37055336,0.961462451,0.959486166,0.661067194,0.93972332,0.830039526,0.902173913,0.909090909,0.911067194,0.855731225,0.903162055,0.951581028,0.906126482,0.696640316,0.943675889,0.913043478,0.909090909,0.570158103,0.800395257,0.182806324,-0.14229249,0.206521739,0.705533597,0.10770751,0.306324111,0.130434783,0.002964427,0.829051383,-0.476284585,0.901185771,-0.587944664,0.040513834,-0.54743083,-0.41798419,0.254940711,0.592885375,0.212450593,-0.18972332,0.662055336,-0.555335968,0.903162055,-0.013833992,0.681818182,0.289525692,0.31916996,-0.523715415,0.048418972,0.690711462,-0.472332016,0.674901186,-0.565217391,-0.225296443,-0.540513834,-0.483201581,-0.382411067,-0.279644269,0.441699605,-0.435770751,0.008893281,-0.306324111,0.666996047,0.979249012,0.904150198,0.696640316,0.018774704,0.928853755,0,-0.491106719,-0.075098814,-0.496047431,0.837944664,0.851778656,0.748023715,-0.493083004,-0.216403162,-0.365612648,-0.14229249,0.04743083,-0.559288538,0.466403162,0.907338797,0.904150198,0.43083004,0.884387352,0.889328063,0.624505929,0.916007905,-0.527667984,0.96541502,0.438735178,-0.511857708,-0.253952569,0.017786561,0.950592885,0.983201581,-0.030632411,-0.338932806,0.933794466,0.577075099,-0.173913043,0.923913043,0.611660079,0.382411067,0.587944664,0.321146245,-0.395256917,-0.415019763,-0.16798419,0.339920949,0.618577075,0.929841897,0.909090909,-0.361660079,0.942687747,0.144268775,0.924901186,0.685770751,0.929841897,0.895256917,0.882411067,-0.551383399,0.815217391,0.866600791,-0.509881423,0.66798419,0.064229249,-0.346837945,-0.459486166,0.315217391,0.303359684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000860,结构调整,100,国企改革,主题,0.931818182,0.481225296,-0.211462451,0.914031621,0.932806324,0.89229249,0.874505929,0.893280632,-0.4743083,0.893280632,0.932806324,0.713438735,0.52173913,0.860671937,0.902173913,0.734189723,0.918972332,0.915019763,0.929841897,0.865612648,-0.230237154,0.505928854,0.914031621,0.840909091,0.622529644,0.920948617,0.925889328,0.908102767,0.922924901,0.904150198,0.940711462,0.924901186,0.836956522,0.913043478,0.568181818,0.922924901,0.964426877,0.895256917,0.53458498,0.903162055,0.470355731,-0.013833992,0.491106719,0.495059289,0.403162055,0.513833992,0.400197628,0.07312253,0.596837945,-0.472332016,0.863636364,-0.621541502,0.074110672,-0.395256917,-0.261857708,0.554347826,0.745059289,0.504940711,0.018774704,0.546442688,-0.416996047,0.924901186,0.286561265,0.408102767,0.613636364,0.537549407,-0.382411067,0.205533597,0.304347826,-0.457509881,0.545454545,-0.564229249,-0.340909091,-0.388339921,-0.300395257,-0.27173913,-0.234189723,0.615612648,-0.388339921,0.190711462,-0.288537549,0.641304348,0.871541502,0.927865613,0.57312253,0.204545455,0.945652174,0.109683794,-0.496047431,-0.067193676,-0.404150198,0.858695652,0.968379447,0.652173913,-0.334980237,-0.184782609,-0.230237154,-0.055335968,0.31916996,-0.404150198,0.146245059,0.650852503,0.921936759,0.616600791,0.922924901,0.922924901,0.468379447,0.910079051,-0.43972332,0.911067194,0.548418972,-0.438735178,-0.198616601,-0.048418972,0.916007905,0.882411067,0.278656126,-0.219367589,0.933794466,0.472332016,0.098814229,0.677865613,0.281620553,0.110671937,0.507905138,0.678853755,-0.168972332,-0.238142292,-0.029644269,0.014822134,0.280632411,0.783596838,0.854743083,-0.15513834,0.925889328,0.630434783,0.920948617,0.628458498,0.927865613,0.922924901,0.734189723,-0.513833992,0.89229249,0.828063241,-0.37055336,0.510869565,0.298418972,-0.290513834,-0.329051383,-0.015810277,0.386363636,0.821146245,0.925889328,0.897233202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000048,责任指数,100,绿色/ESG,主题,0.93083004,0.329051383,-0.397233202,0.968379447,0.902173913,0.975296443,0.962450593,0.972332016,-0.587944664,0.985177866,0.815217391,0.313241107,0.122529644,0.977272727,0.950592885,0.878458498,0.951581028,0.932806324,0.935770751,0.657114625,-0.458498024,0.28458498,0.940711462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000076,金融等权,30,,策略,0.93083004,0.26284585,-0.473320158,0.966403162,0.937747036,0.982213439,0.994071146,0.942687747,-0.663043478,0.971343874,0.803359684,0.377470356,0.27173913,0.96541502,0.980237154,0.806324111,0.976284585,0.967391304,0.960474308,0.641304348,-0.514822134,0.223320158,0.922924901,0.968379447,0.509881423,0.966403162,0.749011858,0.980237154,0.971343874,0.984189723,0.915019763,0.96541502,0.949604743,0.976284585,0.516798419,0.962450593,0.931818182,0.991106719,0.401185771,0.739130435,0.093873518,-0.26284585,0.119565217,0.524703557,-0.003952569,0.16798419,0.066205534,-0.138339921,0.593873518,-0.634387352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000028,180成长,60,,风格,0.925889328,0.336956522,-0.390316206,0.982213439,0.921936759,0.983201581,0.963438735,0.956521739,-0.59486166,0.973320158,0.794466403,0.391304348,0.235177866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000134,上证银行,22,,主题,0.921936759,0.222332016,-0.490118577,0.949604743,0.955533597,0.963438735,0.968379447,0.90513834,-0.700592885,0.929841897,0.812252964,0.433794466,0.399209486,0.928853755,0.976284585,0.718379447,0.973320158,0.983201581,0.968379447,0.62055336,-0.514822134,0.190711462,0.894268775,0.907114625,0.438735178,0.948616601,0.711462451,0.979249012,0.971343874,0.977272727,0.918972332,0.972332016,0.899209486,0.970355731,0.41798419,0.947628458,0.907114625,0.975296443,0.313241107,0.704545455,0.121541502,-0.273715415,0.137351779,0.420948617,0.005928854,0.123517787,0.115612648,-0.192687747,0.491106719,-0.684782609,0.958498024,-0.699604743,-0.118577075,-0.634387352,-0.555335968,0.195652174,0.440711462,0.158102767,-0.288537549,0.432806324,-0.647233202,0.972332016,-0.10770751,0.318181818,0.309288538,0.139328063,-0.639328063,-0.081027668,0.29743083,-0.683794466,0.45256917,-0.68972332,-0.412055336,-0.640316206,-0.533596838,-0.545454545,-0.473320158,0.253952569,-0.609683794,-0.154150198,-0.496047431,0.415019763,0.898221344,0.969367589,0.489130435,-0.137351779,0.913043478,-0.198616601,-0.610671937,-0.301383399,-0.662055336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh000057,全指成长,150,,风格,0.918972332,0.340909091,-0.377470356,0.970355731,0.897233202,0.966403162,0.947628458,0.963438735,-0.575098814,0.966403162,0.78458498,0.351778656,0.166007905,0.98715415,0.946640316,0.901185771,0.948616601,0.928853755,0.934782609,0.679841897,-0.43972332,0.296442688,0.938735178,0.982213439,0.601778656,0.949604743,0.766798419,0.947628458,0.946640316,0.958498024,0.896245059,0.938735178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sz399420,国证保证,30,,主题,0.904150198,0.170948617,-0.533596838,0.937747036,0.935770751,0.953557312,0.966403162,0.896245059,-0.719367589,0.92687747,0.778656126,0.351778656,0.331027668,0.922924901,0.964426877,0.713438735,0.959486166,0.962450593,0.950592885,0.575098814,-0.559288538,0.137351779,0.881422925,0.907114625,0.399209486,0.937747036,0.66798419,0.96541502,0.956521739,0.964426877,0.900197628,0.955533597,0.895256917,0.958498024,0.386363636,0.935770751,0.878458498,0.966403162,0.272727273,0.661067194,0.03458498,-0.302371542,0.052371542,0.397233202,-0.068181818,0.050395257,0.072134387,-0.231225296,0.486166008,-0.718379447,0.959486166,-0.690711462,-0.156126482,-0.662055336,-0.596837945,0.105731225,0.382411067,0.072134387,-0.32312253,0.398221344,-0.654150198,0.955533597,-0.171936759,0.296442688,0.246047431,0.064229249,-0.65513834,-0.133399209,0.301383399,-0.711462451,0.424901186,-0.685770751,-0.427865613,-0.653162055,-0.553359684,-0.586956522,-0.513833992,0.17687747,-0.640316206,-0.219367589,-0.542490119,0.37944664,0.893280632,0.954545455,0.459486166,-0.206521739,0.89229249,-0.258893281,-0.618577075,-0.348814229,-0.683794466,0.988142292,0.81027668,0.413043478,-0.64229249,-0.471343874,-0.553359684,-0.402173913,-0.137351779,-0.643280632,0.072134387,0.641462832,0.957509881,0.250988142,0.95256917,0.953557312,0.229249012,0.956521739,-0.650197628,0.87944664,0.256916996,-0.652173913,-0.400197628,-0.248023715,0.929841897,0.888339921,-0.185770751,-0.545454545,0.902173913,0.216403162,-0.32312253,0.70256917,0.296442688,0.000988142,0.241106719,0.32312253,-0.524703557,-0.485177866,-0.412055336,-0.040513834,0.29743083,0.801383399,0.963438735,-0.505928854,0.934782609,0.243083004,0.940711462,0.339920949,0.932806324,0.949604743,0.557312253,-0.692687747,0.638339921,0.612648221,-0.653162055,0.290513834,-0.181818182,-0.551383399,-0.60770751,-0.08201581,0.064229249,0.83201581,0.933794466,0.880434783,,0.813241107,0.93083004,0.046442688,-0.551383399,0.77173913,0.699604743,-0.190711462,0.200592885,0.765810277,0.302371542,0.383399209,0.934782609,0.036561265,-0.853754941,0.123517787,0.841897233,0.947628458,0.445652174,0.880434783,0.959486166,0.871541502,0.958498024,0.544466403,-0.081027668,-0.277667984,0.70256917,0.305335968,0.042490119,0.935770751,-0.349802372,-0.890316206,-0.036561265,0.075098814,0.941699605,-0.648221344,0.578063241,0.68972332,-0.116600791,0.235177866,0.963438735,0.999011858,0.820158103,0.481225296,0.741106719,0.998023715,0.828063241,0.616600791,0.860671937,0.766798419,0.147233202,-0.72826087,0.954545455,0.795454545,-0.14229249,-0.543478261,0.544466403,-0.270750988,0.93972332,0.186758893,0.919960474,0.959486166,0.407114625,0.954545455,0.864624506,0.937747036,0.168972332,-0.652173913,-0.421936759,-0.099802372,0.954545455,0.435770751,-0.518774704,-0.683794466,0.535573123,-0.212450593,0.185770751,-0.007905138,-0.625494071,-0.681818182,-0.087944664,-0.338932806,0.464426877,0.321146245,0.90513834,-0.314229249,0.290513834,-0.501976285,-0.216403162,0.933794466,0.074110672,-0.048418972,0.552371542,0.864624506,0.934782609,0.812252964,0.943675889,-0.684782609,0.229249012,0.029644269,-0.173913043,-0.609683794,0.484189723,0.825098814,0.141304348,-0.686758893,-0.688735178,-0.580039526,-0.016798419,0.833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
